gene_id	orgP10_1	orgP10_2	orgP10_3	P27RE_1	P27RE_2	P27RE_3	P29_1	P29_2	P29_3	P42RE_1	P42RE_2	P42RE_3	P11_1	P11_2	P11_3	p26RE1	p26RE2	p26RE3	P12_1	P12_2	P12_3	P16RE_1	P16RE_2	P16RE_3				
WDR35	5.595186888	5.512428295	5.827864172	9.993065553	10.98000118	10.07943039	3.100504689	2.787059426	3.075251445	10.76961276	11.4745136	11.67358717	3.563104993	4.336691234	3.785120389	8.292831041	8.807010992	8.499293913	7.338544838	8.027142013	8.105386615	11.68886562	11.31988198	11.866739				
WDR36	10.65886792	10.86622629	11.74539979	15.67160625	17.15754082	16.46277499	8.706689213	7.711534067	7.707645362	12.99750081	13.29837814	12.94579774	18.2036054	17.60432285	17.58525663	29.47630285	27.90530103	29.12623595	10.22068285	10.17530181	10.9547635	12.7899874	13.53210377	13.23680896				
WDR37	8.277380476	8.173709257	8.553287318	10.2731753	9.19696477	10.17293479	13.94670782	14.46473752	13.70153581	10.14502282	11.36225042	10.06757658	11.40262633	12.35869504	12.87822698	10.51847499	9.966134397	9.546567994	14.25813991	13.16371948	12.52368822	12.17713781	11.05196631	11.76708238				
WDR38	0.067846235	0.095568516	0.064942903	0.032934994	0.03010913	0.06340119	0	0	0.032175367	0.036855039	0	0.040079323	0	0.029827436	0.140536298	0	0.041147121	0.03970944	0.063482712	0.066360883	0	0.106726952	0.217732726	0				
WDR4	5.980528523	5.75056187	5.328754442	12.21490333	12.94563953	11.92058989	3.768869027	3.223308228	3.635770985	12.75290714	11.85308036	12.34643893	6.354693899	5.81788612	6.07540722	12.19193638	11.18982807	11.59946012	7.634819978	7.43645611	7.946560507	9.395286196	8.205417036	8.469669064				
WDR41	5.99867502	5.693963623	5.845247655	5.918216121	5.640249178	6.039194586	3.903000144	3.361342629	3.264367023	4.254889468	3.833600544	3.862315914	9.888154559	9.476897764	8.858841754	22.23365363	22.58733709	22.29067711	6.046959785	5.983427088	6.486954211	7.577925961	7.946231053	7.216862531				
WDR43	34.97442681	33.1125105	33.8434828	50.06028601	54.56765255	50.6981127	18.65879457	18.96433123	17.36385477	44.20613166	43.06839584	47.49047935	16.67818368	16.18074625	15.57733618	29.41508956	28.92517938	31.25011498	30.71417997	29.92680359	32.51906159	43.88609379	44.10167574	41.15622816				
WDR44	5.279897948	5.441298112	5.326092265	8.438354752	9.37255456	10.27279469	13.81109314	13.39718499	11.86480619	9.016178695	8.495079957	8.605335741	9.204307234	10.74901914	10.15154741	8.88953004	8.013540614	8.066343497	9.335941556	9.77245512	9.750359946	7.677406606	8.07026322	8.189741302				
WDR45	6.471074625	6.720517902	6.24665189	7.480533203	9.223719097	8.814435527	18.77233595	19.16271804	19.47932837	16.92052584	18.2421295	16.45707846	22.35640251	20.46879421	22.33267108	15.40058667	14.93325376	13.60906443	17.67719457	16.84265103	16.75322229	19.56095474	17.35718823	19.06369727				
WDR45B	28.8613825	28.80442904	27.62632222	33.56408897	28.90243288	32.35483896	36.17036592	37.91016485	40.97507659	21.4137348	21.47038217	21.8701862	36.25578874	36.60956683	38.26779272	36.27251703	38.84976262	39.20140446	51.91236902	53.65394338	53.38513153	39.01328596	41.41643036	40.86418069				
WDR46	11.10006674	11.77323798	10.70411899	13.08604188	13.01882341	12.79624379	3.346280699	3.081476682	2.898383185	7.896053974	6.743393983	7.942831482	11.25849771	10.45704502	13.00177568	19.04792892	18.39258184	18.33000835	11.9935501	11.72949567	12.39656282	17.50017005	15.41253219	16.81441906				
WDR47	2.150819781	2.007958177	2.275493808	2.735380583	3.114688132	2.844427936	3.219232772	2.513198022	2.803519168	4.400123822	4.673010655	4.562164168	6.772118569	6.215332852	5.690144571	6.586697751	7.216269619	6.77272983	3.942597423	3.715363035	3.930893271	2.908530336	2.976924994	2.484994864				
WDR48	14.55032039	14.80491467	14.3791724	16.8120801	15.2702409	17.55661107	12.02406874	12.43870231	10.17610173	7.851826842	7.391036552	7.339167662	7.238058427	7.70427696	7.770016247	8.785342676	7.34075529	8.169837536	9.171098408	9.297569305	9.492683615	11.76503739	12.16122899	11.9891329				
WDR49	0.424617757	0.302496716	0.294323806	0.383818362	0.480844144	0.246288604	0.251600667	0.415965921	0.333302946	0.047722427	0.015813594	0.034598301	0.489577848	0.708081109	0.679377137	0.357556912	0.266400547	0.171395006	0.123302641	0.272107277	0.205839636	0.115164469	0.152714921	0.192853035				
WDR5	12.14358601	12.3097545	12.42876252	18.6817817	20.16186513	17.71109452	16.94137027	16.17255711	15.84533482	26.49110002	25.64996278	29.39495997	10.52945146	10.13205379	9.993137068	14.86656699	15.46523332	15.27984793	19.91352097	19.73778995	20.54025166	19.6122747	17.67200332	16.50812458				
WDR53	2.888292	2.744405828	2.764693806	2.804160886	3.686066105	2.762944452	2.02480741	1.747891581	2.334235344	3.992031572	3.802349472	3.533597374	4.395746566	4.387906942	3.752519979	5.657398069	5.22394544	5.141448907	2.638566547	3.159385338	2.883131752	3.253030346	3.222257326	3.473013193				
WDR54	19.43024307	17.53603231	17.91998079	7.848638961	5.916406117	7.289403879	10.26137801	9.311852518	17.84626097	14.74074465	17.30878275	14.63397555	0.121594705	0.457245312	0.470046046	1.090329724	0.802801446	0.940769743	7.918066733	9.987954705	7.770795813	5.168560066	6.941054687	6.22676874				
WDR55	10.36130782	10.77591625	9.565802683	9.295613159	10.54772478	9.243227373	6.9032763	6.241265797	7.191314502	9.491696666	9.214961262	9.971977518	12.79046917	12.38072289	11.86990878	14.45883989	14.01789895	14.28166877	6.329425986	5.027256077	5.580247959	5.722357293	4.927073694	4.739383254				
WDR59	17.24622147	17.46233122	17.04102093	19.76655738	19.07541259	19.66930412	10.82773012	10.24749058	12.24141498	9.122395323	9.690109872	10.08767237	9.115881718	8.278820626	8.81758416	8.754803198	9.418056717	9.24360191	10.35489011	9.781603036	9.498454491	9.394416896	8.432200468	8.671827299				
WDR5B	4.703254135	5.098114633	5.453837584	4.853278029	4.413006619	4.344883721	2.321249386	1.819712513	2.3069423	3.241040745	3.59925403	3.191178381	3.318026784	3.780946606	3.217740308	4.776438737	4.906147447	4.593156693	3.759510525	3.903671396	4.141529504	4.449701247	4.635929491	4.791460374				
WDR6	31.92088367	31.51316221	31.74160852	39.18291743	38.97253614	39.46902622	22.174327	21.39449307	25.20740915	23.83906232	22.87939154	22.96669666	37.12953777	35.25300826	34.92531034	41.99957239	42.3100429	42.73382865	22.61490716	23.54603486	21.82830162	20.11771614	17.75910519	18.17501222				
WDR60	6.823450934	5.473911198	6.028194868	6.569212013	5.782385617	6.055980366	12.77633368	12.80415223	12.97632303	5.848597895	6.863331099	5.658070922	8.427236676	8.411537089	7.263531968	5.489155358	4.810640637	5.552337371	11.84947795	13.26987593	12.01383062	5.825364483	5.749568433	6.387258251				
WDR61	8.944491806	8.595293845	7.763435013	12.93484016	13.08338873	12.6448806	10.52181376	10.22738207	9.591087936	14.40643781	15.87515274	16.33189311	21.12870371	19.48730611	18.72623232	23.02477008	24.83439389	23.18568824	19.56721543	21.7595144	20.72045976	21.36786593	21.16054596	22.79306849				
WDR62	5.663849107	5.889748015	5.981947745	9.57656202	11.28340261	9.701664867	4.246565016	3.348186801	3.449641531	11.30359986	10.64099305	11.54750175	12.68516302	11.46495655	12.83763046	15.30678316	16.02084433	15.0129287	9.018767046	7.984874553	7.987907496	8.42252992	7.615689498	8.739687967				
WDR63	0	0	0.017822191	0	0	0	0.26942207	0.105789544	0.229575882	0.505703869	0.643480734	0.19798044	0.063851653	0	0	0	0	0.021794814	0.017421473	0	0	0	0	0				
WDR64	0.010210828	0.009588679	0	0	0	0	0.018469238	0	0	0	0.011027863	0	0	0	0	0	0	0	0.009554119	0.009987283	0.011041967	0.016062358	0	0				
WDR66	0.418603534	0.356244969	0.388168732	0.787419983	0.696637127	0.562318539	1.135748518	0.854748497	1.352406241	0.753233968	0.77704473	0.803675776	0.336458237	0.494585674	0.433546466	0.319446355	0.269740112	0.459380097	0.330480921	0.652543533	0.396092338	0.236645965	0.167923261	0.258446406				
WDR7	3.177638533	3.043178739	3.135454014	3.825770068	5.354986241	4.238335228	2.886499696	2.657843196	2.469558601	4.61570927	4.414605546	4.746627542	7.920991907	7.674237901	8.780055517	10.00833353	9.313200801	10.1348272	7.793370383	6.914430497	7.190477697	7.266761849	6.311795455	6.960203168				
WDR70	24.48654028	25.03116222	24.59735018	24.99745353	23.94938847	22.85870325	12.40695281	10.98505844	12.5333521	19.3699601	20.8080783	19.00874736	29.94435544	27.31738163	26.78668493	28.39610733	29.42571123	27.60055512	11.0665119	9.866306219	9.735581837	11.68266298	11.26941462	13.59443332				
WDR72	28.63915478	28.43564898	27.99761205	11.11351558	11.16564358	10.40512333	2.161162139	1.94650802	1.40537215	0.520808987	0.596180036	0.566372264	24.3357633	24.6449739	25.21565124	35.73991325	35.19604807	34.87603332	4.403907014	4.752760596	4.47706885	7.443825628	6.917068926	7.496151174				
WDR73	9.38315992	7.9983327	7.425489009	11.54599835	11.38658968	10.74996978	9.684679531	10.12386427	10.81040756	11.69157458	11.88975925	13.06933687	15.90746199	15.78586809	15.95893264	20.7848174	22.48401075	22.17417092	19.60961202	19.85916697	20.17920318	13.03694374	12.68865523	13.33298083				
WDR74	8.068116104	7.807280461	7.78166206	12.94251676	12.17736079	11.94076537	5.722587342	6.011376838	5.069255496	15.66208913	15.85716299	16.40326244	9.568181782	8.210335885	8.228873812	11.47356784	11.87264584	12.72824267	6.706156386	6.148946216	6.355406182	5.894885294	6.226630465	6.126343258				
WDR75	12.61217466	13.09421464	12.53820372	22.94812847	21.876958	20.49664441	18.15757461	17.35120825	15.28999108	26.51415293	26.21938472	26.5040639	13.25006516	14.60205186	13.57958388	22.9992805	22.06945065	23.59155036	20.33130724	19.5999286	22.26513272	26.70826162	26.3499066	27.00770265				
WDR76	3.689124391	3.477368804	3.371951515	5.130131152	5.527012625	5.015616071	5.418554456	4.846233898	4.11731179	14.58539296	12.73183511	12.22376838	8.121184259	6.914246933	7.722069074	14.26209704	14.66904519	15.03317308	5.437326353	6.240018763	5.609172067	8.563073567	8.768107076	8.963893514				
WDR77	17.12390705	19.6078871	18.48496081	27.93019536	31.04448983	27.93641114	7.473616255	7.490667647	7.670258498	18.74792933	17.06230175	18.76958506	20.61043	19.4082694	21.21814152	33.63307185	34.17079185	35.14945732	25.03658078	24.68048356	23.22485023	25.68585043	25.98801414	25.00720048				
WDR78	0.955829077	1.364828825	0.827193771	2.428021762	2.312665956	2.545026861	0.378935584	0.421572853	0.434663505	0.497882128	0.763627491	0.897242824	1.661407211	1.381525127	1.182514901	0.959231996	0.714683228	0.797000749	1.249646752	1.344723759	0.976994157	0.566419796	0.92443848	0.739106322				
WDR81	8.520752528	7.936053509	8.156125398	6.721923234	7.548998523	6.310591562	2.334976565	2.364136095	2.573807487	2.72914358	2.796772519	3.050346079	4.952147029	5.058297044	5.807262222	4.996275618	5.604930326	4.737495069	6.986123549	6.263927297	6.363668287	5.878623541	5.194032944	5.142421441				
WDR82	26.38964837	24.7940179	25.49854761	50.364581	53.88953465	50.3249459	41.28991309	37.82637595	43.57585263	50.34049668	46.71943088	47.47210946	39.29918965	39.83174008	42.0595932	42.35818305	44.63839509	45.51627984	35.28011019	35.89327491	38.33825191	29.71821541	27.88672001	27.36562684				
WDR83	4.519258012	4.314045363	3.539345043	3.916222441	3.547055609	3.664736242	2.702276512	3.536861949	2.160923324	6.898136793	5.768305068	6.619080264	2.817873134	3.743749502	4.208655919	4.408324317	3.261804756	3.71619676	2.516193162	3.87234491	2.948425267	3.084533003	2.846710717	2.670506551				
WDR83OS	13.90871595	17.35809325	15.57595128	18.21070802	17.02474107	17.49985641	22.63666442	21.43538541	24.22867602	33.18455507	34.75595979	30.96813716	26.55108335	25.73781311	26.03609546	20.96607076	19.88452936	21.42443113	21.71865052	22.4365787	21.52906752	29.72070874	30.21923359	27.68164351				
WDR86	0.109217498	0.008546904	0.043559905	0.061854436	0.008078178	0.034020652	0.189320154	0.284420739	0.189915939	0.039552331	0.039318903	0.021506295	0.14045606	0.104033808	0.09803408	0.061738134	0	0.031961727	0	0.044511003	0.039369189	0.042951723	0.058416957	0.042813356				
WDR87	0.066144273	0.045173878	0.057557975	0.035027782	0.026685296	0.028095788	0.010876461	0	0	0	0.006494265	0.007104347	0.015465993	0.010574254	0.004982213	0	0.014587244	0	0.016879148	0.023525884	0.00650257	0.009459059	0.014473007	0.005657152				
WDR88	0.083225653	0.14067844	0.127462706	0.032320571	0.029547426	0.031109201	0.030107537	0.031524887	0.031575116	0.036167485	0	0.019665809	0.028541329	0.04390648	0.027582901	0.022581861	0.020189748	0.019484318	0.093447604	0	0.036000016	0.026183974	0.026708849	0				
WDR89	5.201373075	4.961982857	5.400276594	6.172058174	5.72798011	5.876436711	6.060566203	5.381614681	5.259676185	7.579407888	8.129127754	8.827762837	3.692559831	4.028938176	3.92199824	5.469735738	5.090609031	5.218782818	3.566446302	3.553174475	3.615913035	5.03265911	4.404910268	4.556875445				
WDR90	4.475582203	4.665836282	4.228542398	8.849975528	7.764608795	7.551730492	1.975763779	1.803313009	2.576336717	1.575291468	2.004472918	1.86157601	2.270785477	2.192847437	2.026337655	4.655533103	4.901043169	4.673224094	3.265167493	3.252470687	3.219621075	3.3833499	2.970333997	2.9010654				
WDR91	4.439533851	3.683747622	4.474397733	3.283975358	3.127298092	2.743830241	7.329134568	6.584209197	9.958887963	6.788257669	8.752358128	6.924218113	6.847175867	6.619478346	6.529664067	6.947116471	6.652825794	6.860316083	3.879269862	3.825394304	4.12775993	5.330153805	4.890473327	4.563456476				
WDR92	4.373231783	4.672591049	3.869806545	5.095016228	6.124220005	5.521603522	2.654330259	2.245515983	2.120047414	5.849259126	5.415893313	5.488358865	3.432765968	3.247085639	3.140344805	2.979689015	2.876229307	3.412787481	4.546630923	3.916278779	4.224755042	5.335360393	5.707409421	5.010358824				
WDR93	0.163640774	0.102446729	0.087021179	0.150047848	0.104897424	0.110441941	0.106885897	0.111917684	0.146587081	0.069138217	0.009818597	0.096668761	0.070148522	0.031974162	0.045195273	0.16033742	0.066162814	0.095776627	0.076558117	0.062244855	0.078649235	0	0	0				
WDR97	1.317436075	1.150850516	1.300161867	0.505675424	0.380707633	0.45809203	0.5541778	0.551253093	0.552131408	0.25519302	0.452224529	0.205122539	0.262674609	0.314288181	0.431551632	0.471076323	0.854737249	0.585779177	1.662718789	1.668179245	1.336320741	1.413744293	1.433890061	1.162581748				
WDSUB1	4.709870041	3.830285982	4.40518983	5.827924733	5.409848916	5.307445231	4.997352437	4.707890597	4.905175277	4.648720206	4.820764457	5.710074408	4.301917678	4.817898648	4.540045882	7.392022468	7.934510265	7.026678977	5.602305836	4.74225008	5.509357939	6.452575017	5.606364304	6.313530398				
WDTC1	6.437471728	6.363898205	6.67788196	6.017402334	6.289504352	6.444738871	6.805891151	6.247315254	8.680659307	6.874577189	6.683096416	7.428836355	7.504334972	7.546998014	7.632732947	3.330912666	2.530146132	2.71045133	11.54260426	11.62662815	11.20310668	7.316272764	6.670195857	7.164377268				
WDYHV1	7.3666554	6.349637074	6.934022202	7.533097804	8.541309906	8.572551017	1.81163074	1.416879758	1.388117887	3.766279401	4.379834067	4.192373	2.888017216	2.961849208	2.960395581	5.912147922	5.50404842	5.589287112	6.68631313	6.013811424	6.737302278	8.160664841	8.029064492	7.96899599				
WEE1	28.88292	29.24858536	29.30841271	11.72894217	10.85815718	11.13362804	8.916494462	7.653094737	8.560889175	15.10125199	15.52203039	16.25833392	12.21468077	12.86881441	12.92052811	11.71765389	10.69535457	10.50045912	9.445868348	8.814726883	8.529264766	5.460923877	5.648377138	5.931054359				
WEE2	0	0	0	0.017828581	0	0	0	0	0.017417375	0	0	0.021695994	0.062975544	0.032292755	0	0.024913082	0	0	0	0.071845791	0.039716451	0	0	0.017276399				
WFDC1	0	0	0	0	0	0	0	0.023816453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
WFDC10A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109715887				
WFDC10B	0.053078948	0.149534496	0.050807549	0.154598541	0.047111264	0.049601403	1.344121013	1.407397191	0.352409901	0	0	0	0.227535575	0.186682007	0.351831759	0	0	0.062132713	0	0.051916895	0	0	0	0				
WFDC11	0	0	0	0	0	0	0.082661101	0	0.08669038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
WFDC12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
WFDC13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
WFDC2	0.595872147	0	0.190124363	0.674934619	0.264439022	0.464027263	1.347259104	1.12854641	0.470976887	0	0.321775895	0	0.425724689	0.087321663	0.246857221	0.134733116	0.361382226	0.348755526	0	0.097137794	0	0.078112438	0	0				
WFDC3	0.087487324	0.328626783	0.251230482	0.212347412	0.232953287	0.286144127	4.905630765	5.219417364	1.908537625	0.285146144	0.897633716	0.723548748	0.78757411	1.192331443	0.543662207	0.118690963	0.318353836	0.153615275	0	0.213929928	0.141912905	0	0.035095635	0				
WFDC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
WFDC6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
WFDC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
WFDC9	0	0	0	0.082812268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
WFIKKN1	1.298499622	2.05940013	2.01631377	0.196105233	0.33294701	0.26965034	0.078290416	0.05465069	0	0.125397945	0	0.068184229	0.445306277	0.380575422	0.454261218	0.23488381	0.315003604	0.101332458	0.24299735	0.395133408	0.187225958	0.090783654	0.092603472	0.05429472				
WFIKKN2	0.013570885	0	0	0.013175588	0	0	0	0	0.012871701	0	0	0	0.046539869	0.011932415	0	0.01841114	0.197530024	0.142971242	0	0	0	0.010673984	0	0				
WFS1	8.422677991	7.811833807	7.593016398	12.93663758	16.58632736	13.32631361	77.50428436	75.63860618	111.8281846	81.2905766	99.30890759	100.9334524	14.50600626	14.57644095	16.38203843	15.11474834	15.91004987	15.04115734	60.60149566	57.23207879	58.89048039	68.16350582	66.88408123	67.51534095				
WHAMM	3.786725974	3.660587865	3.891201926	3.946750347	3.70696668	4.277582961	5.983143781	5.231219947	5.778299438	4.077706627	4.005526526	4.394971371	7.008708853	6.600320466	6.191989742	8.189488302	8.618850332	8.44807918	5.887936592	5.544841614	5.648632262	3.153594273	2.930871447	3.195825738				
WHRN	0.609732979	0.585305807	0.596610573	4.959413865	4.876637607	4.729219109	2.358934807	2.527724515	2.46749429	1.302781423	1.748741007	1.544824353	2.218796832	1.947892983	1.942209265	2.913593484	2.55564934	2.498076525	6.332750523	6.341551377	6.542355406	4.859710186	4.212470218	4.907792476				
WIF1	0.050188041	0.070695103	0.024020176	0.073089221	0.133636149	0.257949441	0.181559203	0.142579747	0.142806921	0.218102854	0.189713705	0.059295927	0	0	0	0	0	0	0.023480101	0	0	0	0	0				
WIPF1	0.894074912	1.123099511	0.900272833	2.80701259	3.163909207	3.038175608	0.420050212	0.582767596	0.82598508	3.090653959	3.411006168	3.374760155	0.079639801	0	0.067344785	0.031505451	0.056336112	0.13591932	0.021729158	0	0	0	0	0				
WIPF2	11.84773753	11.44333845	10.72867706	13.15096288	13.53601856	13.71576734	16.51125222	16.28630586	16.179805	11.01921325	11.31931979	11.28855521	9.124224171	9.357484431	10.14537561	11.36704965	11.25054188	11.07253195	10.23987841	10.53160139	10.35619694	8.075792451	7.553660847	6.810906316				
WIPF3	3.059851528	3.712971008	3.543621704	6.442679472	7.231040836	6.75425776	2.698984928	2.468316055	2.938034852	4.26824941	3.916670033	4.344117403	0.021591413	0	0	0.034166193	0.045820417	0	8.188580069	7.106508746	7.380382404	7.041773259	7.516315139	6.79992718				
WIPI1	3.768163591	2.952874211	3.482536883	1.639973889	1.487729294	1.809212907	6.38101277	6.373791508	5.336388055	7.59477901	8.420025729	7.86006856	11.65253547	13.00152147	12.23017944	13.83801913	13.64876455	12.04633513	12.19445511	12.20083027	11.90147146	13.36773572	13.71909948	13.99701819				
WIPI2	9.625025632	8.588783315	9.617037261	9.499671024	9.81823981	10.00683406	7.663131795	7.5271153	7.138897386	6.417861232	7.845656638	8.394060921	9.317713372	8.683553902	8.711904693	5.801806425	6.667302891	6.754729675	21.07445067	19.82135215	19.8797072	18.94400143	17.48469657	16.81228462				
WISP1	0	0.01852454	0.018882328	0	0	0.009217036	0	0	0	0	0	0	0	0.008672409	0.016344527	0	0	0	0	0	0.010666087	0.007757789	0.007913299	0				
WISP2	0	0.023863326	0	0	0	0	2.206289051	2.815498808	8.002008036	0.055215913	0.192115144	0.210162781	0.958611905	4.17825474	1.284356906	0.03447511	0	0.029746177	0.237773176	0.124276653	0.109920484	0	0.101939175	0				
WISP3	0	0	0	0	0	0	0	0	0	0	0	0	0.067590512	0.092424612	0.108867997	0.1782584	0.478126087	0.246090856	0	0	0	0	0	0				
WIZ	4.110671612	4.12581776	4.085175814	4.546248158	4.775416474	4.581432538	3.450497838	3.499844138	3.535228459	6.541866229	6.31318333	6.549803074	3.648217331	3.376730574	3.942336233	4.826407481	5.123279005	4.96634421	7.269143148	7.512641116	6.430010318	6.105487536	5.204184652	5.428452048				
WLS	1.792222216	1.17811511	1.715527952	10.07628478	11.3375101	10.6426065	25.5509056	25.64286423	31.89602918	33.84450556	33.11686421	32.95547333	102.9772988	99.14896494	110.5214841	68.61094524	69.80130866	67.55317043	9.208010902	10.43823025	8.827188381	4.280199322	4.339855002	4.307286702				
WNK1	97.65186316	95.79068098	92.70553781	55.23876176	60.70771464	55.69833221	35.91973179	31.38103074	34.51811606	39.22940889	37.33572693	37.32873947	22.11311792	22.65569561	23.24935982	30.90361671	30.9712984	31.03466809	38.80016931	38.32028238	39.16430856	26.213681	23.91339959	24.71985848				
WNK2	9.977115244	9.337500378	9.16234222	13.06830489	14.19958219	12.62057531	3.308016315	2.504554309	2.722038008	4.004411203	3.840995059	3.763026757	4.877580061	4.205671459	5.072801808	5.81733057	5.658410912	5.974499766	6.034073359	5.267379295	5.720178807	4.297677661	3.923322368	3.896479149				
WNK3	0.78367748	0.818205419	0.969127167	0.061435115	0.056163905	0.081875818	0.074837358	0.133673658	0.138503421	0.158647729	0.120912094	0.138021694	0.008346386	0.042798806	0.008066112	0.178298535	0.047232962	0.034186981	0.00910901	0	0.005263771	0	0	0.004579413				
WNK4	10.90798334	10.66847624	10.29675637	2.563845601	1.808124	2.497970424	28.37685049	27.16096341	29.93386404	17.06179109	19.04485497	17.99412518	3.215882671	3.525551456	3.018584935	0.760395987	0.810586454	0.757030212	0.736235117	0.664187816	0.34967993	0.474755863	0.544806735	0.517168922				
WNT1	0	0	0.023557441	0	0	0	0	0	0	0	0	0	0	0	0	0.033388329	0	0	0	0	0	0	0.019745136	0				
WNT10A	0	0.020611354	0	0.127856193	0.155847962	0.102553468	0.019850284	0.062354282	0.020817877	0	0	0.051863677	0.075270652	0	0.054557277	0.029777018	0.026622718	0.051385039	0.020537066	0.085872693	0.047470541	0.034526856	0.017609485	0.020649378				
WNT10B	0.025015846	0	0.035918021	0.303589703	0.244236367	0.397407238	0.0339363	0.071067787	0.011863503	0.067944814	0.13508764	0	0	0.010997788	0.020727071	0.067876229	0.060686052	0.043924261	0.08192434	0.110106792	0.162312491	0.236110225	0.220772941	0.23534961				
WNT11	1.109127977	1.187365268	1.14659847	0.279973443	0.33470564	0.331667789	1.725313974	1.827541512	2.082929669	4.434356378	8.457008715	6.106497714	0.057054501	0.097521826	0.05513859	0.030094295	0	0.051932551	0.041511781	0.043393837	0.143929032	0.017447372	0.106782693	0.146085794				
WNT16	0	0	0	0.016906222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
WNT2	0	0.018158128	0	0	0	0	0	0	0.03668014	0	0.020883518	0	0	0	0.016021235	0	0	0	0	0	0	0	0	0				
WNT2B	1.580532069	1.763441325	1.482938277	0.54694829	0.597245446	0.511825171	1.811548396	2.282122756	1.736583042	0.867068141	0.74364392	0.942924101	0.107331926	0.123835343	0.246353244	0.403374145	0.341663151	0.494588154	0.761403725	0.87245532	0.507678406	0.430792703	0.464538408	0.485841006				
WNT3	1.792707847	1.510409834	2.341448122	0.666916448	0.609694183	0.673233712	2.878971567	2.570260244	2.558464372	3.094395193	3.365651179	3.84018453	0.660755172	0.751304659	0.499747913	0.704628093	0.711274903	0.902155875	4.405160909	4.244357012	3.877260788	4.335508037	3.589012475	3.861802997				
WNT3A	0.029437343	0	0.014088818	0	0	0	0.013311489	0.027876288	0.013960352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
WNT4	0	0	0	0.034904563	0.063819417	0.025197259	0.02438595	0.051067898	0.008524877	0.019529517	0.097071291	0.031857102	0.13870429	0.071125128	0.171281703	0.036580881	0.032705843	0.0315631	3.733989346	3.40218367	3.848939398	5.061645991	4.398738953	4.693011967				
WNT5A	0.100029659	0.12239992	0.133468451	0.070629791	0.040356041	0.036823906	14.10725974	14.55322183	13.97265297	23.74385476	22.27458235	22.16460277	0.025987939	0.018656624	0.010046102	0.403007791	0.614009397	0.507398166	0.346022543	0.36171047	0.334349376	0.121591546	0.116733108	0.071294027				
WNT5B	0.029117123	0.06835752	0	0.749128231	0.723617306	0.829888903	2.172503285	2.109338297	3.037868015	1.929653848	1.792477583	1.702857401	1.223211452	1.446495452	1.917954656	1.817099926	1.960131204	1.738267637	0	0.014239832	0.031487194	0.034352478	0.011680365	0				
WNT6	0	0.031050398	0.031650115	0	0	0	0	0	0.03136152	0.035922823	0.107132445	0.195327761	0	0	0.082188934	0	0	0	0.061876972	0.194047028	0.250295408	0	0.132640855	0.031107681				
WNT7A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019489149	0				
WNT7B	0	0.012787228	0.039102613	0.224744633	0.241719132	0.063623893	0.246301245	0.270790993	0.103322837	0.310669764	0.308836263	0.289584762	12.80684647	13.12227987	15.82920105	2.050567525	1.99851608	1.657715221	0	0	0	0	0	0				
WNT8A	0	0	0	0	0	0	0	0	0	0	0.016664393	0.018229876	0	0	0	0	0	0	0.014437394	0	0	0	0	0				
WNT8B	0.168969757	0.07933719	0.134782552	0.246071926	0.224958647	0.078949729	0	0	0.08013214	0.030595591	0.091245068	0.033272264	0	0	0	0	0.068317415	0	0.079051242	0.110180344	0.060907843	0.08860048	0.067782401	0				
WNT9A	0.048156441	0.146972328	0.069143536	0.116884311	0.074798844	0.056251752	0.511741082	0.421825139	0.239795729	0.366229681	0.559104857	0.45516514	0.41286815	0.423423101	0.339153307	0.130664286	0.10222006	0.084555848	0	0.047102156	0.013019068	0	0	0				
WNT9B	0.008139387	0.007643452	0.023373238	0	0.014448546	0	0.029444875	0.015415515	0.015440076	0.026528584	0.017581345	0	0.258196538	0.178917106	0.296733866	0.033127256	0.009872688	0.028583207	0.007615903	0.023883576	0	0	0	0.015315105				
WRAP53	3.78475401	3.797166483	4.035647647	4.857472513	5.110627782	4.524270262	1.550549726	1.286581875	1.728402962	2.975537121	2.329115116	2.713530871	3.235605639	2.645178042	3.305635866	3.437723337	3.858302339	3.534163042	2.280177708	2.214808785	2.367075319	2.925957356	2.603964155	2.749148004				
