gene_id	orgP10_1	orgP10_2	orgP10_3	P27RE_1	P27RE_2	P27RE_3	P29_1	P29_2	P29_3	P42RE_1	P42RE_2	P42RE_3	P11_1	P11_2	P11_3	p26RE1	p26RE2	p26RE3	P12_1	P12_2	P12_3	P16RE_1	P16RE_2	P16RE_3				
CUL1	21.62880489	21.27392023	21.43941993	23.63183054	23.96340581	23.75480976	26.72398064	25.05606902	27.97543924	28.2476179	26.88597486	26.66978801	17.4560203	17.67687266	17.30584077	17.73761795	17.51162616	19.34786719	31.43605665	32.79531413	31.7062022	33.71588558	34.21853887	33.51206708				
CUL2	10.72273852	10.88557087	11.35642432	11.99636293	12.89094256	13.13197153	10.57832645	10.09461778	9.117508905	13.64036705	12.57595467	13.60890136	26.65464819	25.76164751	25.586052	35.87068419	33.42992043	34.35792008	16.02945562	14.83066832	16.57800757	19.73380938	19.86894781	18.97406268				
CUL3	10.32344368	10.89344304	11.23053028	16.50804076	17.90403569	18.29018085	17.13798173	16.21959822	14.25168234	17.22952134	15.50502256	15.4622754	15.46550481	14.94359087	14.54622703	20.45894375	20.46367731	19.3203477	18.63422452	19.39529614	20.07959505	19.63192755	19.66942635	19.27082049				
CUL4A	10.30205835	10.59475788	10.40904877	15.72532991	16.59217715	15.48359225	12.74634803	12.35727437	10.09021076	9.451401285	8.862481632	9.061099941	9.57461708	9.184056213	9.170110592	10.54056419	10.76904009	10.97898554	19.58019887	18.48061058	19.96802058	21.10702056	19.41212509	21.10072354				
CUL4B	18.33514525	17.62402309	18.64248731	15.66637345	13.49746975	15.0448119	26.64968179	27.66902732	26.86671082	14.42263131	14.54616635	13.47793518	21.31965142	20.80502225	20.70282295	22.40340489	22.88687066	22.29181395	19.77278146	20.31830124	18.47457505	20.76716955	20.57083826	21.46480888				
CUL5	8.799690612	9.117032263	9.506665325	12.602474	12.63588096	12.41582256	7.995757351	7.5114775	6.778937949	9.847489752	10.52112105	9.908512455	10.55506864	10.67960757	10.42654556	13.76539509	12.56779334	11.99326663	15.54746475	16.36549796	16.69985093	16.6175456	15.95628741	16.35542447				
CUL7	10.71149622	11.36965181	11.1912531	9.640191052	8.408862847	9.140111219	3.930478557	3.956140176	2.676057827	1.892939181	1.839000054	2.175506796	11.7551899	12.3603676	12.9353242	11.17425874	11.99587869	11.2638576	12.71812621	13.1107623	12.27924865	12.73868308	12.61279511	12.88081514				
CUL9	4.238323183	4.1143065	4.348435316	4.965595744	5.361402507	4.750448962	3.939904963	3.46626157	3.27137578	3.315066936	3.765329383	3.671168527	7.453914511	7.507867372	7.198460286	13.02598872	12.97281618	11.7557153	8.716478092	8.260675326	8.978455843	8.446402809	7.668386523	8.144400101				
CUTA	25.51871235	28.95224286	27.2847838	38.66309933	38.24244512	37.76557101	23.7383892	23.44214186	22.35985318	33.23138489	31.91033729	32.20072844	86.02531236	84.34754891	83.76942504	85.86785316	87.67905121	90.2240671	73.58161893	68.46180524	65.70447721	107.839262	113.9842923	103.9695933				
CUTC	16.72347703	16.93926331	17.62041469	13.64332123	13.20210531	16.05018743	16.72255818	17.12068701	17.03104756	36.51628493	36.078887	40.14785071	21.52436644	22.72495221	22.94641331	24.36049589	25.11923473	23.61628979	25.56722122	23.55137059	24.03891888	25.30534641	25.44997933	27.44661603				
CUX1	5.446601846	5.442396618	5.400558664	7.083348157	7.169290433	7.108056597	11.38537364	11.19113835	9.895133777	8.05152884	7.792982075	8.092219372	8.782856258	9.120902209	8.87531647	8.937112701	9.03151983	8.793560663	7.446937795	8.316960835	8.067071842	6.051313814	5.794701057	5.849634279				
CUX2	0.059766726	0.073664222	0.096540421	0	0.003315446	0	0	0	0.003542968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
CUZD1	0.468627254	0.231617714	0.165263872	0.167623078	0.131349264	0.2074379	0.959180696	0.630629159	0.608240094	1.366612006	1.784757275	1.049061778	1.416790845	1.45301102	1.22616224	1.472309575	1.4060977	1.010508553	0.946209955	0.53074147	0.826839342	0.659585674	0.831115145	0.951384534				
CWC15	14.76269659	12.98392833	12.57744977	17.2719447	16.67644586	16.42043303	12.95612925	12.56116226	11.16024322	15.22481447	14.86529595	15.22927494	11.98780212	12.59613781	9.309573835	11.22077738	12.22786892	11.91023037	11.97341747	11.2646401	11.6779376	15.29364327	15.0743644	16.64891367				
CWC22	10.43430408	9.542663023	10.14121294	12.65129189	13.24447154	12.74628774	11.77054475	12.55233012	12.35949715	8.445499754	9.676643142	9.12754874	8.62976843	7.807507848	7.689246977	12.11184249	11.93698286	12.88953487	13.21259503	12.41635392	12.61825726	18.98566564	20.03493411	19.91973732				
CWC25	7.137279634	6.498268971	7.594803527	8.881569092	8.746571355	7.956205763	9.895356891	9.966644448	9.381167476	5.904170086	6.749723816	6.399297505	6.849077463	6.737472761	6.66411077	9.584591693	9.755806094	9.839034412	6.830795	6.449473694	6.836714049	5.855940676	5.464649357	5.555873897				
CWC27	3.48971051	3.800609016	3.740605287	4.23637745	5.043322394	4.723802844	2.322212505	2.101575982	2.521841836	1.980106022	2.072630365	1.98866982	3.672080473	3.780097011	3.459940394	6.501573109	5.55927588	6.061547986	3.009465564	2.993856103	3.101327948	3.305543155	3.070750911	3.308343089				
CWF19L1	14.44576928	15.35726522	14.97153128	12.72223166	12.17031037	12.65684985	13.1215633	12.15092155	12.54811723	34.28144083	32.04116579	29.97308496	14.596021	14.41611937	14.4533169	16.18475902	15.2586602	13.6701933	8.239492404	8.613053484	7.799475402	11.09825943	10.58059431	11.65754827				
CWF19L2	7.204895336	7.115859221	7.684333076	8.050313303	7.717918281	7.850161989	4.732576356	5.278864162	3.814496455	3.154658967	3.639149076	4.201165594	3.328179202	3.467876132	3.345074466	3.918277215	4.501438236	4.344157925	4.242504017	4.814546209	5.826726972	5.3005115	4.385209275	5.039959887				
CWH43	0	0	0	0	0	0	0	0	0	0	0	0	0.298451324	0.225533527	0.592038929	0.124281199	0.266678409	0.257360662	0	0	0	0	0	0				
CX3CL1	3.825232437	3.337847688	3.418517348	0.706609832	0.766164491	0.933196411	3.138060301	2.532461315	4.061604838	2.831856394	2.961384659	2.559670023	1.726844971	1.681697964	2.047505103	0.551103477	0.780147437	0.792514816	0.823535736	0.827762593	0.494195348	0.213003985	0.190114565	0.270705202				
CX3CR1	0.015370688	0	0.014712933	0	0.013642556	0	0.097308187	0	0	0.066796608	0	0	0.079068146	0.067574599	0.16556152	0.041705739	0.037287821	0.053977475	0.057528495	0.045102536	0.049865486	0	0.036995809	0				
CXADR	24.03586448	24.69998709	25.58138604	24.67003598	24.31702657	26.70871772	24.82641466	26.31628562	21.11027281	9.915277102	10.28084429	10.0306015	3.606241388	4.446491554	4.101327541	6.416792993	5.845303956	6.316604378	18.12003739	17.46929871	18.49058465	18.10019288	19.73748715	20.77708604				
CXCL1	0.192337402	0.090309114	0.230133425	4.481638455	4.65192502	2.965646266	13.17663199	13.61480062	12.58753216	7.261388449	4.621938674	5.16975271	1.813900371	1.437483394	1.553785659	71.75777418	67.42256771	72.83431494	33.96881695	29.86509371	31.30298436	30.97462183	32.55998278	33.20458863				
CXCL10	0	0	0	0.089758692	0.041028642	0	0	0.043774484	0	0	0	0	0	0.040644787	0.076601528	0.250851788	0.112139441	0.432885149	0	0	0	0	0	0				
CXCL11	0	0.032867794	0	0.033980875	0.062130547	0.032707277	0.031654157	0.033144317	0	0	0	0	0.210052456	0.123098534	0.318998145	0.094967551	0.212268929	0.0819409	0	0	0	0	0	0				
CXCL12	0.459971482	0.373043654	0.190124363	0.040597571	0.018557124	0.009768995	0.0189089	0.02969859	0.029745909	0.124931522	0.158065352	0.061755104	0	0	0	0.113459466	0.139480859	0.12237036	0.068470892	0.030675093	0.011304822	0.041111809	0.016774369	0.009835049				
CXCL13	0.091176976	0	0.17455051	0.088521143	0	0	0.247379936	0.043170943	0.086479454	0	0	0	0.039085186	0.040084397	0	0	0	0	0	0.089180846	0.049299293	0.035856967	0	0.085779493				
CXCL14	0.028461066	0.05345385	0.054486273	0	0	0	0	0	0	0	0	0	0	0	0.023581635	0	0	0.033315718	0	0	0	0	0	0				
CXCL16	25.20350645	23.90958226	26.4769943	25.17368847	28.06099493	26.37328505	17.90497254	19.1246018	17.912102	13.09343531	17.56549872	16.34019994	16.55221846	17.24286572	17.21793149	6.603605445	6.187930905	6.820914702	73.55039036	68.62198761	66.50527934	70.808567	74.95036645	71.83905753				
CXCL17	0.4877276	0.515261489	0.583570443	0.177570341	0.216446112	0.113943354	0	0	0	0.198705421	0	0.21608928	3.188410115	3.055500543	3.990590671	0.082710351	0.14789757	0.499555096	0.114089862	0.059631227	0.065928447	0.191807548	0.440218023	0.516212057				
CXCL2	2.518981507	2.540721383	1.741412945	3.849567817	4.595752703	3.48732854	6.454768682	5.963501464	4.070491035	2.533975073	3.224345786	3.472133307	13.27780545	16.36531162	16.19451659	44.55294301	46.67978712	46.68693274	59.31716567	57.4894516	62.04714868	30.48952083	28.29378047	33.00253871				
CXCL3	0.727488428	0.273264937	0.417814283	2.401412883	3.44371554	2.220764815	6.930266736	7.761718312	5.152056402	5.058330223	3.195178185	5.157057359	4.906522961	6.225981852	5.746370372	18.62060488	20.53070941	24.80928656	22.55386279	23.29178238	20.5592087	10.90986105	10.85617907	13.32342774				
CXCL5	0.090370749	0.169728865	0.346014115	0.0219346	0	0	0	0	0	0.269998711	0.024400476	0.080078101	28.95783445	32.65802129	33.69482009	203.7352084	185.7158946	206.3080511	182.9213125	179.9003658	167.7479368	78.91635528	83.27158782	78.75069435				
CXCL6	0	0.031817768	0.194593833	0	0.060145665	0.031662379	0.09192871	0.032085456	0	0	0.073186722	0	0.058097691	0	0	1.746738914	1.890485762	1.745109027	4.057995536	2.850077915	3.517455495	3.197948622	2.201886171	3.123893684				
CXCL8	0.876464748	0.823061492	0.587270838	0.226915946	0.207446274	0.163808377	11.86362943	12.78178525	7.481776293	2.348799971	1.546107531	2.623320862	1.202296088	1.669731804	1.888124153	8.164938873	6.874777191	8.78909847	15.49979565	16.88834455	17.53443109	22.88710662	26.72120351	22.04376924				
CXCL9	0	0	0	0.020152616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
CXCR1	0	0	0	0	0.020068716	0	0	0.04282363	0	0.024565084	0	0	0.038770744	0	0	0.030675359	0	0	0.105783239	0	0	0	0	0				
CXCR2	0	0	0	0	0	0	0	0.071593507	0.017926894	0.041068459	0	0	0	0.016618716	0	0	0	0	0.194535875	0	0	0	0	0				
CXCR3	0	0	0	0	0	0.02655606	0.051401999	0.026910906	0.026953783	0	0	0	0	0	0	0	0	0	0.026590206	0.027795749	0.092193166	0	0	0				
CXCR4	0.193163594	0.113371299	0.046224394	1.453412228	1.178692263	1.218430349	27.16524984	29.08430859	17.95473951	11.56844522	8.814189992	7.531194074	0.558928239	0.021230267	0.120035384	0.098271835	0	0.113055915	0.022592537	0	0	0.037982508	0	0				
CXCR5	0	0	0	0	0	0	0	0	0.034319011	0	0	0	0.031021587	0	0	0	0	0	0.016928042	0	0	0	0	0				
CXCR6	0	0	0	0	0	0	0.018506217	0	0	0	0	0	0	0	0	0	0	0	0.019146497	0	0	0	0	0				
CXorf21	0	0	0	0	0	0	0.079143607	0	0	0.063382251	0	0	0.02500884	0.076944569	0.048338069	0.1978696	0	0	0.76423038	0.599159221	0.410076991	0.045886497	0.163822126	0.164659234				
CXorf36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
CXorf38	4.227425917	4.064820036	4.11428712	5.567299849	6.059069719	5.897337342	10.72891412	10.50612815	11.5588473	8.87793987	10.22365038	9.523194783	5.150426179	5.735609862	5.438350159	4.733597618	5.287138569	4.794604132	4.305670936	5.678034377	5.129299573	2.88751803	2.91294401	3.196960647				
CXorf40A	0.37714072	0.510409112	0.424708001	0.651540945	0.585792663	0.461271028	1.620149416	1.780453164	1.86745705	1.060494195	1.245914572	1.245009703	1.41699323	1.29229169	1.272908038	0.79005319	0.766907639	0.772572923	0.690201453	0.72149372	0.749704339	0.671790085	0.636309659	0.688758123				
CXorf40B	2.080635375	2.041816833	2.023618373	2.169421229	2.351436353	2.275666574	3.11602441	3.288056634	3.832659906	2.878272376	3.157529691	3.035228808	5.391634463	5.888298676	5.654035192	4.284006356	4.065528537	4.268055907	2.272332757	1.904210605	2.025718612	1.883809452	2.018186974	1.875642835				
CXorf49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024364069	0.08570998				
CXorf49B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025161388	0	0	0	0	0	0.065679122	0	0	0				
CXorf51A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
CXorf51B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
CXorf56	4.3434418	3.861837447	3.383557259	6.52726096	7.197567176	6.800774407	6.623590164	7.591751335	9.313069484	13.42860978	11.80232895	13.26591006	12.73632487	13.52915121	12.04063938	10.50010116	10.7049149	12.95417259	3.847918586	3.931984589	3.947469128	3.561644629	4.096438091	3.673340195				
CXorf57	10.72666531	10.14069102	10.12982024	6.863597055	5.916868283	6.539075989	2.213682907	2.658761681	2.075772724	2.972098324	2.50359889	2.84085816	1.086295868	1.291304883	1.073677157	1.465015567	1.519397505	1.247205982	2.236383402	2.506772149	2.600221987	2.117719422	2.009998208	2.289251203				
CXorf58	0.103201847	0.096913728	0.065857032	0.10019575	0	0.064293618	0	0	0.097884793	0	0.111459704	0	0.088479868	0	0.085508683	0	0.041726304	0	0.096564431	0	0.148803006	0.081171921	0.110398754	0.129456689				
CXorf65	0	0	0.06304065	0.543494929	0.584543982	0.49235277	0.297812401	0.498931668	0.281096223	0.107326536	0.142257494	0.272337475	0.028232006	0	0.027283965	0	0.119825624	0	0	0	0	0	0	0				
CXorf66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
CXorf67	0	0	0	0	0	0	0	0	0	0	0	0	0.225430516	0.15412909	0.169447039	0.63417001	0.637865925	1.299555416	0	0	0	0	0	0				
CXXC1	8.895715146	8.388287467	9.696217945	9.637942523	10.1350963	9.655355217	4.98038548	5.145079566	4.996058626	9.66455768	9.58762838	10.22718747	11.60587995	11.7082557	11.8723333	16.54109459	17.04519499	17.67850752	13.16608973	12.46597446	12.42807383	13.50106429	12.70779362	13.16878231				
CXXC4	0.520825792	0.543435247	0.646253198	0.093639816	0.042802702	0.081117189	0.610597183	0.53887381	0.750136558	0.261962934	0.26041689	0.193719021	0.835174248	0.932849478	0.679266811	1.190728187	1.427257234	0.858045511	0.794165671	0.76413509	1.126439773	0.993775704	0.982744018	0.970914059				
CXXC5	19.97883781	20.35977831	20.00449552	8.872252543	7.539421496	8.152855213	13.29849351	14.36013225	15.41556429	9.961577183	8.975435064	9.202676169	3.733370949	4.206303099	4.548116481	4.55556701	3.812618629	3.858888888	13.28515138	13.36256747	13.48037113	9.551450804	10.67784213	10.86223191				
CYB561	0.583599605	0.374271703	0.517750672	8.982688075	9.791185715	7.781416407	2.355809969	2.102771457	2.457142119	3.15473159	3.382082758	2.858937597	25.43231214	25.85720711	24.73160545	12.08865503	12.43103611	13.06306848	15.05009672	14.60471284	12.92992234	11.7666329	12.02534288	12.19966201				
CYB561A3	3.184527077	3.324315364	3.076607979	3.825163055	3.930792579	3.889416602	5.652973766	5.428174411	4.931072165	9.622962307	9.374206564	9.292351495	7.543101107	7.03267277	8.148868544	5.726956242	7.042652372	6.553846934	12.6672516	12.22743419	11.5965966	15.02846251	13.41647398	12.03977907				
CYB561D1	2.065534214	2.137415034	2.044328666	2.988583388	2.874551861	2.9421613	3.083203021	3.608154385	3.566351922	2.625326547	3.086316424	3.198553057	2.742286678	2.591986096	2.724970236	2.652603284	1.982423677	2.652599114	2.092183395	2.412607543	2.591484238	1.861210662	1.415845306	1.613093616				
CYB561D2	2.779869962	4.721918743	4.108760334	6.906001148	5.224930444	5.653910653	8.577516971	9.987840917	10.62414249	9.326871159	10.94958517	10.96392478	16.75330375	16.21109214	17.74882476	15.86186028	17.0575915	16.65301297	8.338765803	7.27735159	7.426947393	10.25710041	9.970733683	11.07659674				
CYB5A	14.6218119	13.24911459	15.46937718	26.61731809	25.84191251	26.66846472	11.88990104	11.50831929	11.46582889	21.63361343	19.1510195	20.60914012	123.2429505	115.7645158	110.7620517	51.46282392	50.87305203	50.52187015	69.33715383	69.187599	66.88890335	92.81165665	98.7625801	100.3963576				
CYB5B	18.40025199	18.46143953	17.33667151	24.52359934	25.27134613	23.31032185	17.40020025	17.34997479	16.24564775	34.48121656	31.37402564	34.80170117	37.28529808	35.40174254	35.72898303	29.12643275	28.87263548	29.76746947	19.64658839	19.30585326	19.25978201	25.50988917	25.65297663	24.91154756				
CYB5D1	4.037845516	3.921453211	3.311724196	7.002803716	6.830793456	7.207970868	1.45135891	1.39712833	1.563021562	1.715363049	1.919559081	2.110079478	1.878860607	1.661376738	1.844362565	3.335962999	4.196545322	3.847927052	2.43803819	2.168819308	2.453833508	2.307284344	2.318924548	2.224091745				
CYB5D2	4.699505837	3.96257028	4.012087088	3.439089761	3.695153031	3.758585877	2.373990283	2.165007059	2.690492422	1.870548207	1.752815549	1.4506139	3.351542469	3.176640653	3.414393396	2.106071755	1.746030519	1.965861555	9.401944182	8.723915282	8.470059105	9.013269254	8.831623111	9.028490839				
CYB5R1	12.96641486	13.58998258	12.24780455	8.835358365	8.289833406	8.983771153	17.17242859	17.52727135	19.66441735	12.56314921	13.08019992	12.08583089	18.59631777	19.04164995	18.28366115	14.48130884	15.76913962	14.09682715	26.82590835	23.29036763	22.82713277	32.66763883	30.24825058	29.38662896				
CYB5R2	0.182173372	0.114048996	0.096876476	0.982594255	1.742675694	1.437565483	0.915314672	1.303429787	0.499164269	0.417827579	0.349778238	0.334807397	1.388319333	0.800894045	0.922418113	1.318123621	1.325805588	1.445340692	0.757586266	0.613748554	0.875563958	0.843794348	0.941907695	0.89503194				
CYB5R3	55.65121682	53.52110441	53.02496598	23.53928725	22.73955039	23.83693667	32.49378016	30.43647204	34.57792588	29.03242319	28.25693121	30.15611815	32.65328946	28.47118238	29.72932096	17.97516755	18.02903764	17.13718085	51.26446462	50.13387331	50.98629	40.80494242	43.78996224	43.90632002				
CYB5R4	4.702979039	4.087542412	4.669342677	7.0432811	7.660140617	7.01306891	4.728457751	5.164259175	3.725140024	3.451596576	4.160699318	3.694450303	7.334969256	8.95219982	8.601734569	10.14749628	9.284966031	10.24899418	7.747701903	9.126629637	8.521405762	11.07750474	11.35977135	11.32031624				
CYB5RL	3.519371434	3.491504008	3.735528549	3.168860271	3.400788639	3.355101033	2.605358522	1.733562391	2.476617873	2.42055074	2.927367239	2.598781366	4.087988818	4.616738885	4.667955176	6.911628571	6.058983729	6.196126332	4.355289042	3.775450054	3.882571327	2.410935162	2.732515476	2.643485322				
CYBA	10.50256552	11.42422593	10.61861961	9.389409086	7.787552505	9.630453239	27.52576039	28.6558097	24.82064697	28.02651394	28.19194391	28.79810925	0.112554383	0.038477276	0.108774766	0.178105746	0.026539813	0.102450047	69.79284118	68.86944817	67.29290112	92.46755163	94.79509946	93.22980413				
CYBB	0	0.024449132	0.012460675	0.113747004	0.127095673	0.02432973	0.17659765	0.308185342	0.086429385	0.070714219	0.042178128	0.015380139	0.17857169	0.354827676	0.582441262	0.176607095	0.094739389	0.182858386	1.035343042	0.865826636	0.929105566	1.279864512	1.430850172	1.935044711				
CYBC1	8.80618221	7.734767948	8.345466699	7.145995222	7.155037035	6.646162782	4.503838066	4.591396314	4.280126358	7.869608841	7.570804117	8.661611381	12.19512651	12.07030858	12.30591907	11.68947175	12.96657078	12.83832307	10.69945933	10.52747562	10.62847407	8.913544404	8.518099932	9.645078273				
CYBRD1	0.102154668	0.059956471	0.415578515	0.607471822	0.498681615	0.644367526	80.50471999	83.68997144	111.6675287	69.42032519	75.27177831	70.6658743	11.49514689	12.30549098	9.067170795	16.49216591	17.96676619	16.09837129	0.07168845	0.024979551	0.027617459	0.060261208	0.153672958	0.048053664				
CYC1	47.8462082	51.98061928	48.4379825	93.512426	93.42705509	91.50158566	21.66736211	19.72529486	19.58091263	39.9741357	40.26372312	37.72257315	79.87641061	79.4126098	79.19069767	89.08402568	90.1301572	96.28393501	95.28314078	100.9175193	97.79384435	129.2087904	129.5867259	124.6871757				
CYCS	13.00212822	13.41087894	12.6497587	28.9815874	32.33264443	27.98072663	36.51641438	36.15933613	32.17358949	67.47561983	69.54387824	70.76451778	30.8749259	32.90475161	30.99869366	35.10004467	34.0657671	36.96266994	42.93678643	43.94031094	46.6487212	51.91554586	58.59957068	54.17218932				
CYFIP1	20.43389755	20.01179341	18.46765782	32.76963026	33.83464899	33.62772616	23.41803708	22.99246909	18.52355245	20.78696693	19.89059698	19.02282609	19.12297151	18.7128963	18.42895146	20.73012858	20.46604457	20.89889371	21.11756484	22.34710118	21.26232375	22.82244009	21.81238001	22.67912359				
CYFIP2	1.505851308	1.443559745	1.771735173	3.243786715	3.612856173	3.547299692	1.900963109	1.69337074	2.001063626	1.09066643	1.567050554	1.149018891	0.060517415	0.02068818	0.012996715	0.127683455	0.133184166	0.137711475	0.410959102	0.629044132	0.457994349	0.326945292	0.232820142	0.287768835				
CYGB	0.270997592	0.214303687	0.368622243	0.33234175	0.215210376	0.213257087	0.025798821	0.081039998	0.054112747	0.185949148	0.184851719	0.101108508	0.256795923	0.20065592	0.165448416	0.406353163	0.346007511	0.384005704	0.200185587	0.181360033	0.1388161	0.134620573	0.102989347	0.10734952				
